Type,Gene
protein_coding,FUCA1
protein_coding,FUCA2
protein_coding,FUK
protein_coding,FUNDC1
protein_coding,FUNDC2
pseudogene,FUNDC2P2
protein_coding,FUOM
protein_coding,FURIN
protein_coding;underexpressed_ribodepletion,FUS
protein_coding,FUT1
protein_coding,FUT10
protein_coding,FUT11
protein_coding,FUT2
protein_coding,FUT3
protein_coding,FUT4
protein_coding,FUT5
protein_coding,FUT6
protein_coding,FUT7
protein_coding,FUT8
antisense,FUT8-AS1
protein_coding,FUT9
protein_coding,FUZ
protein_coding,FXN
protein_coding,FXR1
protein_coding,FXR2
protein_coding,FXYD1
protein_coding,FXYD2
protein_coding,FXYD3
protein_coding,FXYD4
protein_coding,FXYD5
protein_coding,FXYD6
protein_coding,FXYD6-FXYD2
processed_pseudogene,FXYD6P1
protein_coding,FXYD7
protein_coding,FYB
protein_coding,FYB1
protein_coding,FYCO1
protein_coding,FYN
protein_coding,FYTTD1
protein_coding,FZD1
protein_coding,FZD10
processed_transcript,FZD10-AS1
protein_coding,FZD2
protein_coding,FZD3
protein_coding,FZD4
protein_coding,FZD5
protein_coding,FZD6
protein_coding,FZD7
protein_coding,FZD8
protein_coding,FZD9
protein_coding,FZR1
protein_coding,G0S2
protein_coding,G2E3
protein_coding,G3BP1
protein_coding,G3BP2
protein_coding,G6PC
protein_coding,G6PC2
protein_coding,G6PC3
protein_coding,G6PD
protein_coding,GAA
protein_coding,GAB1
protein_coding,GAB2
protein_coding,GAB3
protein_coding,GAB4
protein_coding,GABARAP
protein_coding,GABARAPL1
protein_coding,GABARAPL2
protein_coding,GABARAPL3
protein_coding,GABBR1
protein_coding,GABBR2
protein_coding,GABPA
protein_coding,GABPB1
processed_transcript,GABPB1-AS1
protein_coding,GABPB2
protein_coding,GABRA1
protein_coding,GABRA2
protein_coding,GABRA3
protein_coding,GABRA4
protein_coding,GABRA5
protein_coding,GABRA6
protein_coding,GABRB1
protein_coding,GABRB2
protein_coding,GABRB3
protein_coding,GABRD
protein_coding,GABRE
protein_coding,GABRG1
protein_coding,GABRG2
protein_coding,GABRG3
protein_coding,GABRP
protein_coding,GABRQ
protein_coding,GABRR1
protein_coding,GABRR2
polymorphic_pseudogene,GABRR3
lincRNA,GACAT1
protein_coding,GAD1
protein_coding,GAD2
protein_coding,GADD45A
protein_coding,GADD45B
protein_coding,GADD45G
protein_coding,GADD45GIP1
protein_coding,GADL1
protein_coding,GAGE1
protein_coding,GAGE10
protein_coding,GAGE12B
protein_coding,GAGE12C
protein_coding,GAGE12D
protein_coding,GAGE12E
protein_coding,GAGE12F
protein_coding,GAGE12G
protein_coding,GAGE12H
protein_coding,GAGE12J
protein_coding,GAGE13
protein_coding,GAGE2A
protein_coding,GAGE2E
protein_coding,GAK
protein_coding,GAL
protein_coding,GAL3ST1
protein_coding,GAL3ST2
protein_coding,GAL3ST3
protein_coding,GAL3ST4
protein_coding,GALC
protein_coding,GALE
protein_coding,GALK1
protein_coding,GALK2
protein_coding,GALM
protein_coding,GALNS
protein_coding,GALNT1
protein_coding,GALNT10
protein_coding,GALNT11
protein_coding,GALNT12
protein_coding,GALNT13
protein_coding,GALNT14
protein_coding,GALNT15
protein_coding,GALNT16
protein_coding,GALNT18
protein_coding,GALNT2
protein_coding,GALNT3
protein_coding,GALNT4
protein_coding,GALNT5
protein_coding,GALNT6
protein_coding,GALNT7
protein_coding,GALNT8
protein_coding,GALNT9
protein_coding,GALNTL5
protein_coding,GALNTL6
protein_coding,GALP
protein_coding,GALR1
protein_coding,GALR2
protein_coding,GALR3
protein_coding,GALT
protein_coding,GAMT
protein_coding;overexpressed_ribodepletion,GAN
protein_coding,GANAB
protein_coding,GANC
protein_coding,GAP43
protein_coding,GAPDH
processed_pseudogene,GAPDHP14
processed_pseudogene,GAPDHP15
processed_pseudogene,GAPDHP38
processed_pseudogene,GAPDHP42
processed_pseudogene,GAPDHP44
processed_pseudogene,GAPDHP66
processed_pseudogene,GAPDHP68
transcribed_processed_pseudogene,GAPDHP72
protein_coding,GAPDHS
protein_coding,GAPT
protein_coding,GAPVD1
protein_coding;underexpressed_ribodepletion,GAR1
protein_coding,GAREM
protein_coding,GAREM1
protein_coding,GAREM2
protein_coding,GAREML
protein_coding,GARNL3
protein_coding,GARS
protein_coding,GART
protein_coding,GAS1
protein_coding,GAS2
protein_coding,GAS2L1
protein_coding,GAS2L2
protein_coding,GAS2L3
processed_transcript,GAS5
antisense,GAS5-AS1
protein_coding,GAS6
antisense,GAS6-AS1
lincRNA,GAS6-AS2
protein_coding,GAS7
protein_coding,GAS8
antisense,GAS8-AS1
protein_coding,GAST
protein_coding,GATA1
protein_coding,GATA2
protein_coding,GATA3
lincRNA,GATA3-AS1
protein_coding,GATA4
protein_coding,GATA5
protein_coding,GATA6
lincRNA,GATA6-AS1
protein_coding,GATAD1
protein_coding,GATAD2A
protein_coding,GATAD2B
protein_coding,GATB
protein_coding,GATC
protein_coding,GATM
protein_coding,GATS
protein_coding,GATSL2
protein_coding,GATSL3
protein_coding,GBA
protein_coding,GBA2
polymorphic_pseudogene,GBA3
pseudogene,GBAP1
protein_coding,GBAS
protein_coding,GBE1
protein_coding,GBF1
protein_coding,GBGT1
protein_coding,GBP1
pseudogene,GBP1P1
protein_coding,GBP2
protein_coding,GBP3
protein_coding,GBP4
protein_coding,GBP5
protein_coding,GBP6
protein_coding,GBP7
protein_coding,GBX1
protein_coding,GBX2
protein_coding,GC
protein_coding,GCA
protein_coding,GCAT
protein_coding,GCC1
protein_coding,GCC2
antisense,GCC2-AS1
protein_coding,GCDH
protein_coding,GCFC2
protein_coding,GCG
protein_coding,GCGR
protein_coding,GCH1
protein_coding,GCHFR
protein_coding,GCK
protein_coding,GCKR
protein_coding,GCLC
protein_coding,GCLM
protein_coding,GCM1
protein_coding,GCM2
protein_coding,GCN1
protein_coding,GCNA
protein_coding,GCNT1
processed_pseudogene,GCNT1P4
protein_coding,GCNT2
protein_coding,GCNT3
protein_coding,GCNT4
protein_coding;overexpressed_ribodepletion,GCNT7
protein_coding,GCOM1
processed_pseudogene,GCOM2
protein_coding,GCSAM
protein_coding,GCSAML
antisense,GCSAML-AS1
protein_coding,GCSH
pseudogene,GCSHP3
protein_coding,GDA
protein_coding,GDAP1
protein_coding,GDAP1L1
protein_coding;overexpressed_ribodepletion,GDAP2
protein_coding,GDE1
protein_coding,GDF1
protein_coding,GDF10
protein_coding,GDF11
protein_coding,GDF15
protein_coding,GDF2
protein_coding,GDF3
protein_coding,GDF5
antisense,GDF5OS
protein_coding,GDF6
protein_coding,GDF7
protein_coding,GDF9
protein_coding,GDI1
protein_coding,GDI2
protein_coding,GDNF
lincRNA,GDNF-AS1
protein_coding,GDPD1
protein_coding,GDPD2
protein_coding,GDPD3
protein_coding,GDPD4
protein_coding,GDPD5
protein_coding,GDPGP1
protein_coding,GEM
protein_coding,GEMIN2
protein_coding,GEMIN4
protein_coding,GEMIN5
protein_coding,GEMIN6
protein_coding,GEMIN7
protein_coding,GEMIN8
processed_pseudogene,GEMIN8P2
pseudogene,GEMIN8P4
protein_coding,GEN1
protein_coding,GET4
protein_coding,GFAP
protein_coding,GFER
protein_coding,GFI1
protein_coding,GFI1B
protein_coding,GFM1
protein_coding,GFM2
protein_coding,GFOD1
protein_coding,GFOD2
protein_coding,GFPT1
protein_coding,GFPT2
protein_coding,GFRA1
protein_coding,GFRA2
protein_coding,GFRA3
protein_coding,GFRA4
protein_coding,GFRAL
protein_coding,GFY
protein_coding,GGA1
protein_coding,GGA2
protein_coding,GGA3
protein_coding,GGACT
protein_coding,GGCT
protein_coding,GGCX
protein_coding,GGH
protein_coding,GGN
protein_coding,GGNBP1
protein_coding,GGNBP2
protein_coding,GGPS1
protein_coding,GGT1
protein_coding,GGT2
pseudogene,GGT3P
protein_coding,GGT5
protein_coding,GGT6
protein_coding,GGT7
pseudogene,GGT8P
pseudogene,GGTA1P
protein_coding,GGTLC1
protein_coding,GGTLC2
protein_coding,GGTLC3
unprocessed_pseudogene,GGTLC5P
protein_coding,GH1
protein_coding,GH2
protein_coding,GHDC
lincRNA,GHET1
protein_coding,GHITM
protein_coding,GHR
protein_coding,GHRH
protein_coding,GHRHR
protein_coding,GHRL
antisense,GHRLOS
protein_coding,GHSR
protein_coding,GID4
protein_coding,GID8
protein_coding,GIF
protein_coding,GIGYF1
protein_coding,GIGYF2
protein_coding,GIMAP1
protein_coding,GIMAP1-GIMAP5
protein_coding,GIMAP2
protein_coding,GIMAP4
protein_coding,GIMAP5
protein_coding,GIMAP6
protein_coding,GIMAP7
protein_coding,GIMAP8
lincRNA,GIMD1
protein_coding,GIN1
protein_coding,GINM1
protein_coding,GINS1
protein_coding,GINS2
protein_coding,GINS3
protein_coding,GINS4
protein_coding,GIP
protein_coding,GIPC1
protein_coding,GIPC2
protein_coding;underexpressed_ribodepletion,GIPC3
protein_coding,GIPR
protein_coding,GIT1
protein_coding,GIT2
protein_coding,GJA1
protein_coding,GJA10
protein_coding,GJA3
protein_coding,GJA4
protein_coding,GJA5
protein_coding,GJA8
protein_coding,GJA9
protein_coding,GJB1
protein_coding,GJB2
protein_coding,GJB3
protein_coding,GJB4
protein_coding,GJB5
protein_coding,GJB6
protein_coding,GJB7
protein_coding,GJC1
protein_coding,GJC2
protein_coding,GJC3
protein_coding,GJD2
protein_coding,GJD3
protein_coding,GJD4
protein_coding,GJE1
protein_coding,GK
protein_coding,GK2
pseudogene,GK3P
protein_coding,GK5
protein_coding,GKAP1
protein_coding,GKN1
protein_coding,GKN2
polymorphic_pseudogene,GKN3P
protein_coding,GLA
protein_coding,GLB1
protein_coding,GLB1L
protein_coding,GLB1L2
protein_coding,GLB1L3
protein_coding,GLCCI1
protein_coding,GLCE
protein_coding,GLDC
transcribed_processed_pseudogene,GLDCP1
protein_coding,GLDN
protein_coding,GLE1
protein_coding,GLG1
protein_coding,GLI1
protein_coding,GLI2
protein_coding,GLI3
protein_coding,GLI4
lincRNA,GLIDR
protein_coding,GLIPR1
protein_coding,GLIPR1L1
protein_coding,GLIPR1L2
protein_coding,GLIPR2
protein_coding,GLIS1
protein_coding,GLIS2
protein_coding,GLIS3
antisense,GLIS3-AS1
protein_coding,GLMN
protein_coding,GLMP
protein_coding,GLO1
protein_coding,GLOD4
protein_coding,GLOD5
protein_coding,GLP1R
protein_coding,GLP2R
protein_coding,GLRA1
protein_coding,GLRA2
protein_coding,GLRA3
protein_coding,GLRA4
protein_coding,GLRB
protein_coding,GLRX
protein_coding,GLRX2
protein_coding,GLRX3
protein_coding,GLRX5
protein_coding,GLS
protein_coding,GLS2
protein_coding,GLT1D1
protein_coding,GLT6D1
protein_coding,GLT8D1
protein_coding,GLT8D2
protein_coding,GLTP
protein_coding,GLTPD2
protein_coding;underexpressed_ribodepletion,GLTSCR1
protein_coding,GLTSCR1L
protein_coding,GLTSCR2
protein_coding,GLUD1
pseudogene,GLUD1P3
processed_pseudogene,GLUD1P4
pseudogene,GLUD1P7
protein_coding,GLUD2
protein_coding,GLUL
processed_pseudogene,GLULP3
processed_pseudogene,GLULP5
protein_coding,GLYAT
protein_coding,GLYATL1
unprocessed_pseudogene,GLYATL1P1
transcribed_unprocessed_pseudogene,GLYATL1P2
unprocessed_pseudogene,GLYATL1P4
protein_coding,GLYATL2
protein_coding,GLYATL3
pseudogene,GLYCAM1
protein_coding,GLYCTK
processed_transcript,GLYCTK-AS1
protein_coding,GLYR1
protein_coding,GM2A
protein_coding,GMCL1
pseudogene,GMCL1P1
processed_pseudogene,GMCL1P2
protein_coding,GMDS
lincRNA,GMDS-AS1
protein_coding,GMEB1
protein_coding,GMEB2
protein_coding,GMFB
protein_coding,GMFG
protein_coding,GMIP
protein_coding,GML
protein_coding,GMNC
protein_coding,GMNN
protein_coding,GMPPA
protein_coding,GMPPB
protein_coding,GMPR
protein_coding,GMPR2
protein_coding,GMPS
protein_coding,GNA11
protein_coding,GNA12
protein_coding,GNA13
protein_coding,GNA14
protein_coding,GNA15
protein_coding,GNAI1
protein_coding,GNAI2
processed_pseudogene,GNAI2P2
protein_coding,GNAI3
protein_coding,GNAL
protein_coding,GNAO1
protein_coding,GNAQ
protein_coding,GNAS
antisense,GNAS-AS1
protein_coding,GNAT1
protein_coding,GNAT2
protein_coding,GNAT3
protein_coding,GNAZ
protein_coding,GNB1
protein_coding,GNB1L
protein_coding,GNB2
protein_coding,GNB3
protein_coding,GNB4
protein_coding,GNB5
protein_coding,GNE
protein_coding,GNG10
protein_coding,GNG11
protein_coding,GNG12
antisense,GNG12-AS1
protein_coding,GNG13
protein_coding,GNG2
protein_coding,GNG3
protein_coding,GNG4
protein_coding;underexpressed_ribodepletion,GNG5
processed_pseudogene,GNG5P2
processed_pseudogene,GNG5P3
protein_coding,GNG7
protein_coding,GNG8
protein_coding,GNGT1
protein_coding,GNGT2
protein_coding,GNL1
protein_coding,GNL2
protein_coding,GNL3
protein_coding,GNL3L
protein_coding,GNLY
protein_coding,GNMT
protein_coding,GNPAT
processed_pseudogene,GNPATP
protein_coding,GNPDA1
protein_coding,GNPDA2
protein_coding,GNPNAT1
protein_coding,GNPTAB
protein_coding,GNPTG
protein_coding,GNRH1
protein_coding,GNRH2
protein_coding;overexpressed_ribodepletion,GNRHR
pseudogene,GNRHR2
protein_coding,GNS
protein_coding,GOLGA1
protein_coding,GOLGA2
processed_transcript,GOLGA2P2Y
pseudogene,GOLGA2P5
pseudogene,GOLGA2P6
pseudogene,GOLGA2P7
protein_coding,GOLGA3
protein_coding,GOLGA4
protein_coding,GOLGA5
protein_coding,GOLGA6A
protein_coding,GOLGA6B
protein_coding,GOLGA6C
protein_coding,GOLGA6D
protein_coding,GOLGA6L1
protein_coding,GOLGA6L10
pseudogene,GOLGA6L17P
protein_coding,GOLGA6L19
protein_coding,GOLGA6L2
protein_coding,GOLGA6L22
pseudogene,GOLGA6L3
protein_coding,GOLGA6L4
pseudogene,GOLGA6L5P
protein_coding,GOLGA6L6
pseudogene,GOLGA6L7P
protein_coding,GOLGA6L9
protein_coding,GOLGA7
protein_coding,GOLGA7B
protein_coding,GOLGA8A
protein_coding,GOLGA8B
pseudogene,GOLGA8CP
pseudogene,GOLGA8DP
pseudogene,GOLGA8EP
protein_coding,GOLGA8F
protein_coding,GOLGA8G
protein_coding,GOLGA8H
protein_coding,GOLGA8J
protein_coding,GOLGA8K
protein_coding,GOLGA8M
protein_coding,GOLGA8N
protein_coding,GOLGA8O
protein_coding,GOLGA8Q
protein_coding,GOLGA8R
protein_coding,GOLGA8S
protein_coding,GOLGA8T
protein_coding,GOLGB1
protein_coding,GOLIM4
protein_coding,GOLM1
protein_coding,GOLPH3
protein_coding,GOLPH3L
protein_coding,GOLT1A
protein_coding,GOLT1B
protein_coding,GON4L
protein_coding,GOPC
protein_coding,GORAB
protein_coding,GORASP1
protein_coding,GORASP2
protein_coding,GOSR1
protein_coding,GOSR2
protein_coding,GOT1
protein_coding,GOT1L1
protein_coding,GOT2
protein_coding,GP1BA
protein_coding,GP1BB
protein_coding,GP2
protein_coding,GP5
protein_coding,GP6
protein_coding,GP9
protein_coding,GPA33
protein_coding,GPAA1
protein_coding,GPALPP1
protein_coding,GPAM
protein_coding,GPANK1
protein_coding,GPAT2
protein_coding,GPAT3
protein_coding,GPATCH1
protein_coding,GPATCH11
protein_coding,GPATCH2
protein_coding,GPATCH2L
protein_coding,GPATCH3
protein_coding,GPATCH4
protein_coding,GPATCH8
protein_coding,GPBAR1
protein_coding,GPBP1
protein_coding,GPBP1L1
protein_coding,GPC1
protein_coding,GPC2
protein_coding,GPC3
protein_coding,GPC4
protein_coding,GPC5
antisense,GPC5-AS1
antisense,GPC5-AS2
protein_coding,GPC6
antisense,GPC6-AS1
antisense,GPC6-AS2
protein_coding,GPCPD1
protein_coding,GPD1
protein_coding,GPD1L
protein_coding,GPD2
protein_coding,GPER1
protein_coding,GPHA2
processed_transcript,GPHB5
protein_coding,GPHN
protein_coding,GPI
protein_coding,GPIHBP1
protein_coding,GPKOW
protein_coding,GPLD1
protein_coding,GPM6A
protein_coding,GPM6B
protein_coding,GPN1
protein_coding,GPN2
protein_coding,GPN3
protein_coding,GPNMB
protein_coding,GPR1
processed_transcript,GPR1-AS
protein_coding,GPR101
protein_coding,GPR107
protein_coding,GPR108
protein_coding,GPR119
protein_coding,GPR12
protein_coding,GPR132
protein_coding,GPR135
protein_coding,GPR137
protein_coding,GPR137B
protein_coding,GPR137C
protein_coding,GPR139
protein_coding,GPR141
protein_coding,GPR142
protein_coding,GPR143
protein_coding,GPR146
protein_coding,GPR148
protein_coding,GPR149
protein_coding,GPR15
protein_coding,GPR150
protein_coding,GPR151
protein_coding,GPR152
protein_coding,GPR153
protein_coding,GPR155
protein_coding,GPR156
protein_coding,GPR157
protein_coding,GPR158
antisense,GPR158-AS1
protein_coding,GPR160
protein_coding,GPR161
protein_coding,GPR162
protein_coding,GPR17
protein_coding,GPR171
protein_coding,GPR173
protein_coding,GPR174
protein_coding,GPR176
protein_coding,GPR179
protein_coding;overexpressed_ribodepletion,GPR18
protein_coding,GPR180
protein_coding,GPR182
protein_coding,GPR183
protein_coding,GPR19
protein_coding,GPR20
protein_coding;overexpressed_ribodepletion,GPR21
protein_coding;overexpressed_ribodepletion,GPR22
protein_coding,GPR25
protein_coding,GPR26
protein_coding,GPR27
protein_coding,GPR3
protein_coding,GPR31
protein_coding,GPR32
unprocessed_pseudogene,GPR32P1
polymorphic_pseudogene,GPR33
protein_coding,GPR34
protein_coding,GPR35
protein_coding,GPR37
protein_coding,GPR37L1
protein_coding,GPR39
protein_coding;underexpressed_ribodepletion,GPR4
protein_coding,GPR42
protein_coding,GPR45
protein_coding,GPR50
antisense,GPR50-AS1
protein_coding;overexpressed_ribodepletion,GPR52
unprocessed_pseudogene,GPR53P
protein_coding,GPR55
protein_coding,GPR6
protein_coding,GPR61
protein_coding,GPR62
protein_coding,GPR63
protein_coding,GPR65
protein_coding,GPR68
protein_coding,GPR75
protein_coding,GPR75-ASB3
protein_coding,GPR78
processed_pseudogene,GPR79
protein_coding;overexpressed_ribodepletion,GPR82
protein_coding,GPR83
protein_coding,GPR84
protein_coding,GPR85
protein_coding,GPR87
protein_coding,GPR88
protein_coding,GPR89A
protein_coding,GPR89B
protein_coding,GPRASP1
protein_coding,GPRASP2
protein_coding,GPRC5A
protein_coding,GPRC5B
protein_coding,GPRC5C
protein_coding,GPRC5D
protein_coding,GPRC6A
protein_coding,GPRIN1
protein_coding,GPRIN2
protein_coding,GPRIN3
protein_coding,GPS1
protein_coding,GPS2
protein_coding,GPSM1
protein_coding,GPSM2
protein_coding,GPSM3
protein_coding,GPT
protein_coding,GPT2
polymorphic_pseudogene,GPX1
protein_coding,GPX2
protein_coding,GPX3
protein_coding,GPX4
protein_coding,GPX5
protein_coding,GPX6
protein_coding,GPX7
protein_coding,GPX8
protein_coding,GRAMD1A
protein_coding,GRAMD1B
protein_coding,GRAMD1C
protein_coding,GRAMD2
protein_coding,GRAMD3
protein_coding,GRAMD4
protein_coding,GRAP
protein_coding,GRAP2
protein_coding,GRAPL
protein_coding,GRASP
protein_coding,GRB10
protein_coding,GRB14
protein_coding,GRB2
protein_coding,GRB7
protein_coding,GREB1
protein_coding,GREB1L
protein_coding,GREM1
protein_coding,GREM2
protein_coding,GRHL1
protein_coding,GRHL2
protein_coding,GRHL3
protein_coding,GRHPR
protein_coding,GRIA1
protein_coding,GRIA2
protein_coding,GRIA3
protein_coding,GRIA4
protein_coding,GRID1
antisense,GRID1-AS1
protein_coding,GRID2
protein_coding,GRID2IP
processed_transcript,GRIFIN
protein_coding,GRIK1
antisense,GRIK1-AS1
protein_coding,GRIK1-AS2
protein_coding,GRIK2
protein_coding,GRIK3
protein_coding,GRIK4
protein_coding,GRIK5
protein_coding,GRIN1
protein_coding,GRIN2A
protein_coding,GRIN2B
protein_coding,GRIN2C
protein_coding,GRIN2D
protein_coding,GRIN3A
protein_coding,GRIN3B
protein_coding,GRINA
protein_coding,GRIP1
processed_transcript,GRIP2
protein_coding,GRIPAP1
protein_coding,GRK1
protein_coding,GRK4
protein_coding,GRK5
sense_intronic,GRK5-IT1
protein_coding,GRK6
protein_coding,GRK7
protein_coding,GRM1
protein_coding,GRM2
protein_coding,GRM3
protein_coding,GRM4
protein_coding,GRM5
antisense,GRM5-AS1
protein_coding,GRM6
protein_coding,GRM7
antisense,GRM7-AS1
antisense,GRM7-AS2
lincRNA,GRM7-AS3
protein_coding,GRM8
protein_coding,GRN
